label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hangloose,0.33716481924057,0.6213123798370361,-3.595291104829812e-07,0.2800135016441345,0.5142351984977722,-0.0142433689907193,0.2582888007164001,0.4023656547069549,-0.0302403755486011,0.2528720498085022,0.3176357746124267,-0.043603952974081,0.2372292131185531,0.2621945440769195,-0.0537000894546508,0.3656456768512726,0.3299228250980377,-0.0309628900140523,0.4130370318889618,0.3153760433197021,-0.0307334270328283,0.4023875594139099,0.345596045255661,-0.0276737175881862,0.3801248073577881,0.3705726861953735,-0.0250601638108491,0.4122949242591858,0.3771422207355499,-0.0310442093759775,0.4473965764045715,0.3521353900432586,-0.0232101883739233,0.4330629408359527,0.3761278986930847,-0.020839225500822,0.4136236310005188,0.4014499485492706,-0.0231158137321472,0.4471916258335113,0.4316101968288421,-0.0294089615345001,0.4818012416362762,0.3865577280521393,-0.0241756178438663,0.4694660305976867,0.4077309966087341,-0.0206821877509355,0.4502769112586975,0.4349863529205322,-0.0213943477720022,0.4742760062217712,0.4878147840499878,-0.0281460992991924,0.5214115381240845,0.4157941937446594,-0.0248120073229074,0.550480306148529,0.3752729892730713,-0.0196101479232311,0.5727575421333313,0.3444088101387024,-0.0165193509310483
hangloose,0.3208358287811279,0.6304488182067871,-4.1051472976505465e-07,0.2705955505371094,0.5066708922386169,-0.0126592498272657,0.2519679069519043,0.3788740932941437,-0.0289102364331483,0.2326200157403946,0.2747977972030639,-0.0446955226361751,0.1893057972192764,0.2154268324375152,-0.0571247823536396,0.3621527552604675,0.3242644667625427,-0.0088406112045049,0.4048818945884704,0.30912846326828,-0.0166779123246669,0.390069842338562,0.3475800156593323,-0.0277881678193807,0.3697483241558075,0.3749900460243225,-0.0358832962810993,0.4093084633350372,0.3691135942935943,-0.0114835333079099,0.442146748304367,0.3406994938850403,-0.0098324324935674,0.4255796670913696,0.3733969330787658,-0.0138419102877378,0.4090718030929565,0.4052190482616424,-0.0204201880842447,0.445169985294342,0.4244246184825897,-0.0142062008380889,0.473582774400711,0.3767829537391662,-0.0142631130293011,0.4616379737854004,0.4032625555992126,-0.0078132320195436,0.4445815086364746,0.4369906783103943,-0.004939614329487,0.472934752702713,0.4819290041923523,-0.0174746382981538,0.512243926525116,0.4064170718193054,-0.0144428070634603,0.534160852432251,0.3783909380435943,-0.00254687666893,0.5502908229827881,0.3635993599891662,0.0063666654750704
hangloose,0.3175935745239258,0.6348473429679871,-4.367732060472918e-07,0.2691278159618377,0.5088815093040466,-0.0113833090290427,0.2507684528827667,0.3797922730445862,-0.0273555535823106,0.2317504584789276,0.2742358446121216,-0.0428637191653251,0.1859090328216552,0.2166745960712433,-0.0548042729496955,0.3595418035984039,0.3220193088054657,-0.0105054853484034,0.4125999808311462,0.3093434870243072,-0.0168217681348323,0.3994234502315521,0.3491913676261902,-0.0264052785933017,0.3769030272960663,0.3761535286903381,-0.0334310047328472,0.406391441822052,0.3677197992801666,-0.0120409820228815,0.449596643447876,0.3425540924072265,-0.0059870281256735,0.4339272677898407,0.3752515614032745,-0.0068661645054817,0.4152439534664154,0.4054489433765411,-0.0124054150655865,0.4427943527698517,0.424793541431427,-0.0133254006505012,0.4813312590122223,0.3798816502094269,-0.0084772473201155,0.4693423509597778,0.404745876789093,-0.0005500862607732,0.4495375156402588,0.4369576275348663,0.0017591045470908,0.4713256061077118,0.4825577437877655,-0.0151576539501547,0.5115717649459839,0.4140599966049194,-0.0070065618492662,0.5208804607391357,0.4012751579284668,0.0079505098983645,0.5236935615539551,0.4002701044082641,0.0182084795087575
hangloose,0.313758909702301,0.6387410759925842,-4.6485857296829646e-07,0.2672201693058014,0.5091913342475891,-0.0117313992232084,0.249452143907547,0.3767287135124206,-0.0256229825317859,0.2294705212116241,0.2702910304069519,-0.0397586934268474,0.1831697076559066,0.2145765721797943,-0.0500017292797565,0.3606081902980804,0.3236351907253265,-0.0010330403456464,0.4114627838134765,0.3086426556110382,-0.0064457058906555,0.394929975271225,0.3475677967071533,-0.0172173250466585,0.3710085749626159,0.3750168681144714,-0.0260209590196609,0.4061097502708435,0.3670997321605682,-0.0025316048413515,0.4444465637207031,0.3417846858501434,0.0047610695473849,0.4257640838623047,0.3742197453975677,0.0030724161770194,0.4054582417011261,0.4049647748470306,-0.00366284372285,0.441448450088501,0.4226812422275543,-0.0048442017287015,0.4741316437721252,0.3806905746459961,0.0024036469403654,0.4581558108329773,0.4054256379604339,0.0098611786961555,0.436011791229248,0.4391709864139557,0.0106015130877494,0.4693296551704407,0.4794358909130096,-0.0083220060914754,0.4962162971496582,0.4258690774440765,0.0016084241215139,0.4842126369476318,0.4411954283714294,0.0173178687691688,0.4695964455604553,0.4670222997665405,0.0275253225117921
hangloose,0.3086934089660644,0.6336892247200012,-4.104464323972934e-07,0.2591918110847473,0.5093669295310974,-0.0143580734729766,0.2411868274211883,0.3771309554576874,-0.0302456449717283,0.2221674621105194,0.2702602744102478,-0.045169323682785,0.1791898608207702,0.2104952782392501,-0.0560705475509166,0.3468864858150482,0.3192998170852661,-0.0099726039916276,0.4024825692176819,0.3130148947238922,-0.0181725546717643,0.3901366293430328,0.3529437184333801,-0.0287939589470624,0.3661468923091888,0.3783033490180969,-0.0361873172223567,0.3927087485790252,0.3632930815219879,-0.0108121819794178,0.4396859407424927,0.3451807200908661,-0.0097242658957839,0.4243523180484772,0.3789868950843811,-0.0129850413650274,0.402666687965393,0.4080063104629516,-0.0186444725841283,0.4291195273399353,0.417842835187912,-0.0120052061975002,0.4699001312255859,0.3812674283981323,-0.0122522013261914,0.457659512758255,0.4103913307189941,-0.0056485589593648,0.4363422989845276,0.4414637386798858,-0.0025698617100715,0.4583649039268493,0.47528737783432,-0.0140125257894396,0.5094766616821289,0.4099662899971008,-0.0109275924041867,0.5402178168296814,0.3820779919624328,6.141579069662839e-05,0.5629050135612488,0.3598968684673309,0.0081384740769863
hangloose,0.3023080825805664,0.6304118633270264,-4.3609043132164526e-07,0.2542482018470764,0.5034911632537842,-0.0134108625352382,0.2344210147857666,0.3703913688659668,-0.0278100185096263,0.2141237407922744,0.2631815969944,-0.0420866422355175,0.172215849161148,0.2011293619871139,-0.052598487585783,0.3443958461284637,0.3167316615581512,-0.0047137844376266,0.3920773565769195,0.3071643114089966,-0.0131342411041259,0.3777898550033569,0.3460332751274109,-0.025149930268526,0.3559107482433319,0.371913880109787,-0.0340419001877307,0.3906775116920471,0.3615165054798126,-0.0068081193603575,0.4307995140552521,0.3401234149932861,-0.0081154238432645,0.4135883450508117,0.3725772500038147,-0.0137521941214799,0.3922992646694183,0.4037018120288849,-0.0208585448563098,0.4259544014930725,0.4161644577980041,-0.0096507687121629,0.4607769846916199,0.3805238604545593,-0.0129254003986716,0.4474824666976928,0.4085009694099426,-0.0082820113748312,0.4270727336406708,0.4397512674331665,-0.0058734724298119,0.4529014825820923,0.4733308851718902,-0.0132353389635682,0.5034072995185852,0.4092291891574859,-0.0134984198957681,0.5358286499977112,0.379092276096344,-0.0049401805736124,0.5612539052963257,0.3549904227256775,0.0017528149764984
hangloose,0.3018004298210144,0.62503981590271,-4.870654493061011e-07,0.2534054517745971,0.5027029514312744,-0.0136979483067989,0.2331643402576446,0.3718315064907074,-0.0290475990623235,0.2140081524848938,0.2647954821586609,-0.0433365255594253,0.1702912747859954,0.2053262591361999,-0.0541284829378128,0.3437942266464233,0.3207629323005676,-0.0141292121261358,0.391897588968277,0.3088996410369873,-0.0221968926489353,0.3760184347629547,0.3473325073719024,-0.0321038402616977,0.3535323143005371,0.3741647899150848,-0.0393821783363819,0.3900516033172607,0.3678764104843139,-0.0153844347223639,0.429914653301239,0.3443174362182617,-0.0139706134796142,0.4119565486907959,0.3749809563159942,-0.0164186749607324,0.3914130926132202,0.405188113451004,-0.0225645173341035,0.4256223440170288,0.4233346581459045,-0.0165848918259143,0.4599621593952179,0.3835708498954773,-0.0180272664874792,0.4452198445796966,0.4102106392383575,-0.011781957000494,0.4243764281272888,0.4408119320869446,-0.0094557907432317,0.4531042575836181,0.4798454940319061,-0.0182498805224895,0.5032836198806763,0.4085460603237152,-0.0176183152943849,0.5354819893836975,0.374359130859375,-0.0082374485209584,0.5610066652297974,0.3462215363979339,-0.0016987760318443
hangloose,0.3038558959960937,0.6269455552101135,-4.70092146542811e-07,0.2526669204235077,0.5050566792488098,-0.0133064063265919,0.2318094074726104,0.3716936409473419,-0.0280572567135095,0.2136860191822052,0.2631884813308716,-0.0421035513281822,0.1699653714895248,0.2045258730649948,-0.0528303124010562,0.341335266828537,0.3172499239444732,-0.0127658303827047,0.384436547756195,0.3062506318092346,-0.0201518461108207,0.3710441589355469,0.3471381664276123,-0.0300321504473686,0.3511424958705902,0.3761351704597473,-0.0376302376389503,0.3874576091766357,0.362448900938034,-0.0149353267624974,0.4251757860183716,0.3402448892593384,-0.0131193837150931,0.4093013405799866,0.3727083802223205,-0.0160807054489851,0.3901569247245788,0.403737336397171,-0.0225943680852651,0.4231711626052856,0.4180110394954681,-0.0171485058963298,0.4569812417030334,0.3800093233585357,-0.0187615994364023,0.4425039291381836,0.4082987010478973,-0.0138073228299617,0.4222776889801025,0.4385433495044708,-0.0123120984062552,0.4512107968330383,0.4765724837779999,-0.019837524741888,0.502804160118103,0.4061155617237091,-0.0200055111199617,0.5359727144241333,0.3707216382026672,-0.0118378018960356,0.5625684857368469,0.3407519459724426,-0.0061295796185731
hangloose,0.3026827871799469,0.626293957233429,-4.793512857759197e-07,0.2539476752281189,0.5051178932189941,-0.0111714852973818,0.2332800924777984,0.3721390068531036,-0.0253624618053436,0.2140332162380218,0.2638548910617828,-0.0391861535608768,0.1708529740571975,0.20498688519001,-0.0495699644088745,0.339966207742691,0.319817841053009,-0.0113436440005898,0.3883232474327087,0.3051424622535705,-0.0190774928778409,0.3737607002258301,0.3444703221321106,-0.0287607498466968,0.3529389798641205,0.3717637062072754,-0.0362012572586536,0.3851962387561798,0.3643670678138733,-0.014132322743535,0.4272264838218689,0.338850736618042,-0.0124367559328675,0.409839004278183,0.3718995451927185,-0.0143690928816795,0.3896518051624298,0.4024426937103271,-0.0201632604002952,0.4213782548904419,0.4189406633377075,-0.0168557409197092,0.4571478366851806,0.3797971904277801,-0.0181902833282947,0.4418972730636596,0.4093927145004272,-0.0116980001330375,0.4211252331733703,0.439670979976654,-0.0093362051993608,0.4500319063663482,0.4766695499420166,-0.0198811423033475,0.5016803741455078,0.4049057960510254,-0.0197022687643766,0.5352458357810974,0.3696256279945373,-0.0109114442020654,0.5624517202377319,0.338866263628006,-0.0048661511391401
hangloose,0.3046620786190033,0.6259977221488953,-4.5910073254162853e-07,0.2542495429515838,0.5060614943504333,-0.0136764794588088,0.2331772148609161,0.373898983001709,-0.0286414176225662,0.2137911021709442,0.2659295797348022,-0.0429064929485321,0.1711762547492981,0.2044059187173843,-0.053336214274168,0.3397737443447113,0.3195620775222778,-0.0126023543998599,0.3892683684825897,0.3062580525875091,-0.0214171651750803,0.3761014342308044,0.3464305400848388,-0.0311718676239252,0.355318933725357,0.3747719824314117,-0.0385110676288604,0.3851846158504486,0.3635875880718231,-0.0144826909527182,0.4282329678535461,0.3395219445228576,-0.0145782716572284,0.4117849469184875,0.3732560276985168,-0.0169539730995893,0.3914385139942169,0.4039035439491272,-0.0226395223289728,0.4214354157447815,0.4172412753105163,-0.0168280825018882,0.4597269296646118,0.3796038627624511,-0.0205162446945905,0.4452678263187408,0.4080407321453094,-0.0154366781935095,0.42428719997406,0.4371084868907928,-0.0135051105171442,0.4500001072883606,0.4741979837417602,-0.0196086205542087,0.5016764402389526,0.4062257707118988,-0.0217606481164693,0.5355339646339417,0.3718508780002594,-0.014997448772192,0.5631184577941895,0.3414748609066009,-0.0100529296323657
